post_id,text_content,author,platform,created_at,gt_tier,gt_tier_label,gt_antisemitism_score,gt_sentiment,gt_ihra_labels,gt_keywords,gt_country_of_origin
post-0122,Jewish NGOs are deliberately funding mass migration into Europe to replace the native population.,user_b70f74,telegram,2025-10-04T23:41:00Z,3,explicit,0.7295,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy; globalists,Germany
post-0123,PROOF: The October 7th attack was a false flag staged by Mossad to justify the invasion of Gaza.,user_bdb68b,telegram,2025-06-11T23:55:00Z,4,hostile,0.891,Hostile,"Accusing Jews as a people of being responsible for real or imagined wrongdoing; Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",October 7th; Jewish conspiracy,Israel
post-0124,Hollywood and the major news networks all seem to push the same narrative. Ever wonder why?,user_2a7cbd,telegram,2025-12-20T04:01:00Z,1,subtle,0.3953,Hostile,,media control,
post-0125,Holocaust denial is not an opinion. It is a lie and an act of hate. Full stop.,user_681225,telegram,2025-09-14T04:28:00Z,0,clean,0.1358,Negative,,Holocaust; antisemitism,
post-0126,"A final accounting is coming. The names are being written down. Every Rothschild, every Soros, every collaborator. ‼️",user_11666b,telegram,2025-11-21T19:05:00Z,4,hostile,0.9577,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",Jewish conspiracy; bank control,
post-0127,Every pharmaceutical company that profited from COVID was founded or run by Jews. Coincidence? — wake up!,user_df43a6,telegram,2025-02-12T17:38:00Z,3,explicit,0.7242,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews; Accusing Jews as a people of being responsible for real or imagined wrongdoing",Jewish conspiracy,
post-0128,Just visited a beautiful synagogue in Prague. The history and architecture are breathtaking.!!,user_a4f08f,telegram,2025-08-21T20:26:00Z,0,clean,0.0876,Supportive,,synagogue,Czech Republic
post-0129,The Jewish lobby controls the US Congress. Every major military intervention since 1990 was done for Israel. — share this!,user_2cc5c8,telegram,2025-07-15T14:09:00Z,3,explicit,0.7621,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy; dual loyalty,United States
post-0130,Jewish journalists who push war propaganda are legitimate military targets. They are combatants. 📢,user_9e0081,telegram,2025-04-03T06:03:00Z,4,hostile,0.9756,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",media control,
post-0131,Just visited a beautiful synagogue in Prague. The history and architecture are breathtaking. 🤔,user_dc88fd,telegram,2025-11-30T12:31:00Z,0,clean,0.198,Supportive,,synagogue,Czech Republic
post-0132,Why is it antisemitic to point out that AIPAC has enormous influence over US elections? That's just factual. 👀,user_9fa98a,telegram,2025-05-05T09:36:00Z,1,subtle,0.4008,Negative,,dual loyalty,United States
post-0133,"I don't hate anyone, but I do think certain communities prioritize their own interests over national ones — and that needs discussion. 📢",user_ad7746,telegram,2025-10-10T04:43:00Z,1,subtle,0.2741,Neutral,Accusing Jewish citizens of dual loyalty,,
post-0134,Jewish NGOs are deliberately funding mass migration into Europe to replace the native population. 🤔,user_a39ce0,telegram,2025-05-10T07:44:00Z,3,explicit,0.7246,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy; globalists,Germany
post-0135,A synagogue in my city was vandalized last night. The whole community stands with our Jewish neighbors.,user_c6c373,telegram,2025-02-07T22:22:00Z,0,clean,0.1229,Neutral,,synagogue; antisemitism,
post-0136,Jewish journalists write about antisemitism constantly but never about Jewish power in media. Conflict of interest? 🔥,user_52e598,telegram,2025-04-05T05:57:00Z,2,coded,0.5862,Negative,Accusing Jewish citizens of dual loyalty,media control,
post-0137,"Jews in positions of power must be removed. Peacefully if possible, but removed either way.!!",user_73f503,telegram,2025-05-27T03:42:00Z,4,hostile,0.8977,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews",Jewish conspiracy,
post-0138,"The Holocaust was a tragedy, but so were the famines in India and the gulags. Why does one event dominate all others? 👀",user_3292f7,telegram,2025-10-09T23:03:00Z,2,coded,0.5748,Neutral,"Denying the fact, scope, mechanisms, or intentionality of the Holocaust",Holocaust,
post-0139,EXCLUSIVE: The IDF deliberately harvests organs from Palestinian civilians killed in airstrikes.,user_539f03,telegram,2025-03-02T13:20:00Z,4,hostile,0.9413,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",Zionist,Israel
post-0140,Every Jewish person in France must answer for Israel's actions. You cannot be Jewish and neutral.,user_d7f7b1,telegram,2025-08-14T13:14:00Z,3,explicit,0.8476,Hostile,Holding Jews collectively responsible for actions of the State of Israel,,France
post-0141,"I have nothing against Jews, but you have to admit there's a reason they've been expelled from countries throughout history.",user_190c15,telegram,2025-10-12T02:37:00Z,1,subtle,0.2236,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews; Accusing Jews as a people of being responsible for real or imagined wrongdoing",,
post-0142,October 7th was a response to 75 years of occupation. You cannot condemn resistance without condemning the occupation first. ‼️,user_d2a5b5,telegram,2025-01-06T06:53:00Z,3,explicit,0.7781,Hostile,,October 7th,Israel
post-0143,The reason Jews are so successful is because they nepotistically promote each other while excluding everyone else.,user_b7301f,telegram,2025-04-25T03:53:00Z,3,explicit,0.7106,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",Jewish conspiracy,
post-0144,"Jews started World War I, World War II, and are now engineering World War III. Same families, same playbook.",user_011e83,telegram,2025-02-07T17:42:00Z,3,explicit,0.8025,Hostile,Accusing Jews as a people of being responsible for real or imagined wrongdoing,Jewish conspiracy,
post-0145,"The Holocaust was a tragedy, but so were the famines in India and the gulags. Why does one event dominate all others? 👀",user_3292f7,telegram,2025-07-19T00:26:00Z,2,coded,0.4916,Neutral,"Denying the fact, scope, mechanisms, or intentionality of the Holocaust",Holocaust,
post-0146,Hollywood has made the Holocaust its permanent focus. Almost as if some people profit from keeping the guilt alive. — wake up!,user_7eebf4,telegram,2025-09-09T03:28:00Z,2,coded,0.526,Hostile,"Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",Holocaust,United States
post-0147,Legitimate question: why is it taboo to even ask who benefits from US foreign policy in the Middle East? — share this!,user_f2e1d4,telegram,2025-03-30T22:58:00Z,1,subtle,0.3029,Negative,,dual loyalty,United States
post-0148,Ask yourself: why is Holocaust denial illegal? Because the story can't survive scrutiny. That's why. 👀,user_f05330,telegram,2025-05-28T10:25:00Z,3,explicit,0.73,Hostile,"Denying the fact, scope, mechanisms, or intentionality of the Holocaust; Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",Holocaust,
post-0149,Beautiful sunrise this morning. Took a long walk by the river. Sometimes you just need that.,user_8d27e9,telegram,2025-04-27T05:46:00Z,0,clean,0.0539,Supportive,,,
post-0150,Anne Frank's diary was written in ballpoint pen — which wasn't invented until after the war. Think about it.,user_75af58,telegram,2025-04-15T00:55:00Z,3,explicit,0.7006,Hostile,"Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",Holocaust,
post-0151,Just finished a 5km run for the first time. Legs are dead but feeling great 🏃 ‼️,user_9f2b7f,telegram,2025-05-03T02:20:00Z,0,clean,0.1643,Supportive,,,
post-0152,Jewish academics have infiltrated universities to promote degeneracy and erase Western culture.!!,user_4fa345,telegram,2025-10-16T21:33:00Z,3,explicit,0.8008,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews; Accusing Jews as a people of being responsible for real or imagined wrongdoing",Jewish conspiracy,
post-0153,I'm allowed to ask: why do so many government advisors hold dual citizenship with Israel? 👀,user_ca92a4,telegram,2025-11-08T00:08:00Z,1,subtle,0.3205,Negative,,dual loyalty,
post-0154,Why is questioning Holocaust figures illegal in so many countries? Real historical events don't need legal protection. 🤔,user_042aa9,telegram,2025-07-18T19:59:00Z,2,coded,0.6408,Hostile,"Denying the fact, scope, mechanisms, or intentionality of the Holocaust; Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",Holocaust,
post-0155,(((They))) don't want you to know the truth. That's why the algorithm keeps suppressing this content.!!,user_cac488,telegram,2025-08-23T11:08:00Z,1,subtle,0.3557,Hostile,,Jewish conspiracy,
post-0156,Israel's siege of Gaza is a textbook example of collective punishment — the same tactic used in the Warsaw Ghetto.!!,user_57ba26,telegram,2025-05-31T12:11:00Z,2,coded,0.6195,Negative,Drawing comparisons of contemporary Israeli policy to that of the Nazis; Holding Jews collectively responsible for actions of the State of Israel,Holocaust; Zionist,Israel
post-0157,Why does the the media never critically cover Israel the way it covers other countries? Genuinely asking.,user_2dcd03,telegram,2025-05-18T12:24:00Z,1,subtle,0.2362,Negative,,media control,
post-0158,Why do we allow foreign lobbies to dictate our domestic policy? AIPAC spends more than any other foreign lobby. 🔥,user_0da506,telegram,2025-06-02T02:43:00Z,1,subtle,0.2942,Negative,Accusing Jewish citizens of dual loyalty,dual loyalty,United States
post-0159,Hitler was right about one thing. He identified the enemy clearly. We should have the courage to do the same. 🔥,user_b41ec7,telegram,2025-04-07T11:08:00Z,4,hostile,0.8967,Hostile,"Calling for, aiding, or justifying the killing or harming of Jews; Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",Jewish conspiracy,Germany
post-0160,Jewish journalists write about antisemitism constantly but never about Jewish power in media. Conflict of interest? 📢,user_482ed5,telegram,2025-11-30T17:12:00Z,2,coded,0.6151,Negative,Accusing Jewish citizens of dual loyalty,media control,
post-0161,The economic data released today shows inflation easing slightly. Still a long way to go though. — wake up!,user_e5691e,telegram,2025-04-03T13:11:00Z,0,clean,0.1262,Neutral,,,
post-0162,Jewish people have a genetic disposition toward deception and manipulation. History proves this across civilizations. ‼️,user_f2c03f,telegram,2025-01-04T20:41:00Z,3,explicit,0.7024,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews",Jewish conspiracy,
post-0163,Local election results are in. Turnout was low as expected. We need to do better. — wake up!,user_2a078b,telegram,2025-04-25T11:22:00Z,0,clean,0.1416,Neutral,,,
post-0164,Israel and the UAE normalizing relations is a historic step for regional stability. Hope it continues.,user_bd2d56,telegram,2025-08-27T17:43:00Z,0,clean,0.1434,Neutral,,,Israel
post-0165,"Jewish communities in the West cheer on Israeli airstrikes. Collective enthusiasm, collective responsibility.",user_b194dc,telegram,2025-09-07T02:38:00Z,2,coded,0.5528,Hostile,Holding Jews collectively responsible for actions of the State of Israel,,
post-0166,Israel's siege of Gaza is a textbook example of collective punishment — the same tactic used in the Warsaw Ghetto. — share this!,user_a0caf8,telegram,2025-08-05T20:54:00Z,2,coded,0.6021,Negative,Drawing comparisons of contemporary Israeli policy to that of the Nazis; Holding Jews collectively responsible for actions of the State of Israel,Holocaust; Zionist,Israel
post-0167,The think tanks shaping foreign policy — look at who funds them. You'll see a pattern.!!,user_57a876,telegram,2025-10-25T02:14:00Z,1,subtle,0.4339,Hostile,,Jewish conspiracy; bank control,
post-0168,Jewish students deserve to feel safe on campus. Universities must do more to combat antisemitism. 🤔,user_844dcb,telegram,2025-08-06T23:38:00Z,0,clean,0.1053,Neutral,,antisemitism,
post-0169,The Shoah is the biggest lie of the 20th century. Six million Jews did not die — the Red Cross documented far fewer.,user_f7f665,telegram,2025-03-03T10:43:00Z,3,explicit,0.828,Hostile,"Denying the fact, scope, mechanisms, or intentionality of the Holocaust; Accusing the Jews as a people, or Israel as a state, of inventing or exaggerating the Holocaust",Holocaust,
post-0170,The apartheid state of Israel is maintained by Jewish donors worldwide. They all share responsibility. 📢,user_dac49e,telegram,2025-12-28T06:22:00Z,2,coded,0.5924,Hostile,Holding Jews collectively responsible for actions of the State of Israel,Zionist,Israel
post-0171,"I have nothing against Jewish people, but you have to admit there's a reason they've been expelled from countries throughout history. 📢",user_c57a15,telegram,2025-10-03T16:59:00Z,1,subtle,0.2671,Hostile,"Mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews; Accusing Jews as a people of being responsible for real or imagined wrongdoing",,
